Date,observed,trend,seasonal,resid
1981-04-06,16.6,,1.656832680719751,
1981-04-07,10.0,,3.0352801693042264,
1981-04-08,14.9,,1.868704826838472,
1981-04-09,15.9,,1.101459773566022,
1981-04-10,13.0,,1.5468479014199032,
1981-04-11,7.6,,0.6251736244031604,
1981-04-12,11.5,,1.6796332895477568,
1981-04-13,13.5,,3.4896485102479096,
1981-04-14,13.0,,3.1224338983757636,
1981-04-15,13.3,,3.590013807051562,
1981-04-16,12.1,,2.3902573382539973,
1981-04-17,12.4,,-1.5200927378495026,
1981-04-18,13.2,,-0.8889511853380875,
1981-04-19,13.8,,-0.9911734075603095,
1981-04-20,10.6,,0.33101837326160777,
1981-04-21,9.0,,-1.0579009570275855,
1981-04-22,10.0,,-0.4905341381539171,
1981-04-23,9.8,,0.9332101540835253,
1981-04-24,11.5,,0.7437733199891574,
1981-04-25,8.9,,-0.2680683847292599,
1981-04-26,7.4,,-0.7910516419590922,
1981-04-27,9.9,,-0.15854022643397747,
1981-04-28,9.3,,0.21972461374866983,
1981-04-29,9.9,,0.7639255269906791,
1981-04-30,7.4,,0.42955718604699655,
1981-05-01,8.6,,0.04952674464669157,
1981-05-02,11.9,,-0.29549608640353664,
1981-05-03,14.0,,1.269435420445778,
1981-05-04,8.6,,0.5350975209023998,
1981-05-05,10.0,,-0.19878375763641315,
1981-05-06,13.5,,0.7351279623027042,
1981-05-07,12.0,,0.3343364858947895,
1981-05-08,10.5,,-0.6877639707262146,
1981-05-09,10.7,,-1.9670333771189095,
1981-05-10,8.1,,-1.0696817789453932,
1981-05-11,10.1,,-0.8156482934050583,
1981-05-12,10.6,,-0.5155569692041448,
1981-05-13,5.3,,-0.36079289005650395,
1981-05-14,6.6,,-0.4833195262817709,
1981-05-15,8.5,,-1.6940957819895333,
1981-05-16,11.2,,-1.539483909843414,
1981-05-17,9.8,,-1.9735782781843587,
1981-05-18,5.9,,-1.7864245491128212,
1981-05-19,3.2,,-0.4875813223243891,
1981-05-20,2.1,,-1.532147532370051,
1981-05-21,3.4,,-1.542375842872334,
1981-05-22,5.4,,-2.5193317028418925,
1981-05-23,9.6,,-3.707398673922563,
1981-05-24,11.5,,-1.7401840620504163,
1981-05-25,12.3,,-1.206607197514647,
1981-05-26,12.6,,-2.761736573465941,
1981-05-27,11.0,,-2.0279770605283463,
1981-05-28,11.2,,-1.5950090239986665,
1981-05-29,11.4,,-1.7395752340443278,
1981-05-30,11.8,,-1.6825280498738562,
1981-05-31,12.8,,-1.7917517941660934,
1981-06-01,11.6,,-2.1143088717916636,
1981-06-02,10.6,,-2.614704609995621,
1981-06-03,9.8,,-4.393152098580097,
1981-06-04,11.2,,-4.170655903755135,
1981-06-05,5.7,,-4.215617852004754,
1981-06-06,7.1,,-3.2277030879256072,
1981-06-07,2.5,,-2.4506254623548305,
1981-06-08,3.5,,-3.2079466191280415,
1981-06-09,4.6,,-3.976926832217844,
1981-06-10,11.0,,-3.6345828443944037,
1981-06-11,5.7,,-2.7240805612893815,
1981-06-12,7.7,,-2.4016452492650275,
1981-06-13,10.4,,-4.510868993557265,
1981-06-14,11.4,,-4.24462850649486,
1981-06-15,9.2,,-2.31187355976731,
1981-06-16,6.1,,-3.355891824607494,
1981-06-17,2.7,,-5.011843118367008,
1981-06-18,4.3,,-5.2331520985800974,
1981-06-19,6.3,,-4.154765492796231,
1981-06-20,3.8,,-3.866059252309168,
1981-06-21,4.4,,-3.279057730239153,
1981-06-22,7.1,,-3.5468202873167773,
1981-06-23,4.8,,-3.5691642751402175,
1981-06-24,5.8,,-4.802588932674466,
1981-06-25,6.2,,-4.168707654135652,
1981-06-26,7.3,,-5.146394107712517,
1981-06-27,9.2,,-4.6340653405892285,
1981-06-28,10.2,,-4.311051641959091,
1981-06-29,9.5,,-4.2781140468297165,
1981-06-30,9.5,,-4.866515873313734,
1981-07-01,10.7,,-4.621584366464418,
1981-07-02,10.0,11.517260273972601,-3.3201551427201266,1.8028948687475252
1981-07-03,6.5,11.50712328767123,-4.948785279706428,-0.05833800796480304
1981-07-04,7.0,11.49917808219178,-4.717442813953003,0.21826473176122363
1981-07-05,7.4,11.484657534246574,-4.377018156418758,0.2923606221721835
1981-07-06,8.1,11.486301369863014,-5.109955751548133,1.7236543816851189
1981-07-07,6.6,11.4786301369863,-5.07656153541419,0.19793139842788943
1981-07-08,8.3,11.46958904109589,-3.8206102416546774,0.6510212005587879
1981-07-09,8.9,11.464931506849315,-4.064598065094556,1.4996665582452415
1981-07-10,4.6,11.457808219178082,-5.0195143512437195,-1.8382938679343628
1981-07-11,6.8,11.442465753424656,-4.351203848960614,-0.29126190446404276
1981-07-12,5.7,11.430958904109588,-3.971843118367006,-1.7591157857425812
1981-07-13,6.1,11.43890410958904,-3.6610973040595476,-1.677806805529492
1981-07-14,7.0,11.463287671232877,-5.684993803298514,1.2217061320656377
1981-07-15,7.2,11.461095890410958,-5.686637638914951,1.4255417485039938
1981-07-16,6.3,11.43780821917808,-4.608098826129563,-0.5297093930485177
1981-07-17,8.8,11.40794520547945,-5.14965133754509,2.5417061320656407
1981-07-18,5.0,11.394520547945206,-5.5592708200412835,-0.8352497279039222
1981-07-19,7.4,11.403835616438357,-4.1352525552011015,0.13141693876274463
1981-07-20,10.1,11.385205479452054,-4.623552910350772,3.3383474308987173
1981-07-21,12.0,11.390684931506847,-4.847591469457823,5.456906537950976
1981-07-22,9.0,11.417260273972602,-4.384476299493339,1.9672160255207372
1981-07-23,8.9,11.423561643835615,-4.62779441212652,2.104232768290905
1981-07-24,9.8,11.443287671232875,-5.606302783511603,3.963015112278728
1981-07-25,9.0,11.447123287671232,-5.428190150330478,2.9810668626592456
1981-07-26,9.2,11.449863013698629,-5.272117090969746,3.022254077271117
1981-07-27,7.7,11.455068493150684,-4.504780713496383,0.7497122203456996
1981-07-28,8.0,11.44027397260274,-5.116439769812974,1.6761657972102348
1981-07-29,6.1,11.427123287671233,-4.192878125977357,-1.134245161693876
1981-07-30,3.5,11.414246575342466,-3.392847684577052,-4.521398890765413
1981-07-31,3.2,11.41835616438356,-3.171051641959091,-5.04730452242447
1981-08-01,5.7,11.423835616438357,-2.86048847605346,-2.8633471403848967
1981-08-02,7.7,11.419999999999998,-2.4821627530702024,-1.2378372469297956
1981-08-03,9.0,11.418082191780822,-2.8491642751402178,0.43108208335939535
1981-08-04,10.0,11.403013698630136,-3.25945346844311,1.8564397698129733
1981-08-05,6.2,11.383561643835616,-3.6897731031463064,-1.4937885406893097
1981-08-06,6.9,11.37041095890411,-3.054095781989533,-1.4163151769145763
1981-08-07,6.5,11.36082191780822,-3.2646589478951644,-1.5961629699130557
1981-08-08,6.8,11.352054794520548,-3.241827897666854,-1.310226896853694
1981-08-09,7.0,11.365479452054794,-3.1639892370884675,-1.2014902149663267
1981-08-10,5.2,11.38082191780822,-3.507155142720127,-2.6736667750880927
1981-08-11,3.0,11.35945205479452,-4.436957273618148,-3.922494781176372
1981-08-12,5.6,11.355342465753424,-4.192786801776445,-1.5625556639769789
1981-08-13,7.9,11.36,-4.626850728717084,1.166850728717085
1981-08-14,9.0,11.36849315068493,-3.9057548383061236,1.5372616876211933
1981-08-15,8.6,11.370958904109589,-2.938266253831238,0.16730734972164862
1981-08-16,10.3,11.373150684931506,-1.6805798002543737,0.6074291153228684
1981-08-17,10.5,11.384657534246575,-2.055587410604449,1.1709298763578744
1981-08-18,7.6,11.376438356164382,-3.464537182293947,-0.31190117387043514
1981-08-19,9.7,11.372602739726027,-4.0086467713350435,2.336044031609016
1981-08-20,12.5,11.367671232876711,-2.952817243176748,4.085146010300036
1981-08-21,7.4,11.3586301369863,-2.2202449448510246,-1.7383851921352744
1981-08-22,7.9,11.35808219178082,-3.419331702841892,-0.03875048893892785
1981-08-23,3.9,11.355342465753424,-3.9629846708784213,-3.492357794875002
1981-08-24,6.6,11.346027397260272,-1.495465645003232,-3.2505617522570405
1981-08-25,4.6,11.348219178082191,-2.529377364942349,-4.218841813139843
1981-08-26,7.0,11.347397260273972,-3.4533043055816184,-0.8940929546923537
1981-08-27,6.0,11.330958904109588,-3.541736573465941,-1.7892223306436468
1981-08-28,5.5,11.324657534246574,-3.6301079585496554,-2.194549575696919
1981-08-29,8.1,11.305205479452054,-2.129803544546611,-1.0754019349054436
1981-08-30,5.5,11.285205479452054,-2.7283727987323037,-3.056832680719751
1981-08-31,6.2,11.26904109589041,-3.817109480619671,-1.2519316152707387
1981-09-01,8.0,11.255068493150684,-3.7172616876211926,0.4621931944705082
1981-09-02,10.3,11.235342465753423,-1.762406284272638,0.8270638185192161
1981-09-03,9.8,11.22986301369863,-0.9961353558099291,-0.43372765788869994
1981-09-04,9.6,11.252328767123288,-3.1978705156272804,1.5455417485039922
1981-09-05,8.5,11.266575342465753,-3.0217670148662457,0.25519167240049256
1981-09-06,7.5,11.281095890410958,-3.47972744104585,-0.30136844936510787
1981-09-07,11.2,11.288767123287672,-2.2355569692041453,2.146789845916473
1981-09-08,14.6,11.274794520547944,-1.7794230270428055,5.104628506494861
1981-09-09,11.7,11.267123287671232,-3.1900775171493505,3.6229542294781174
1981-09-10,7.8,11.261095890410958,-2.3792099372406743,-1.0818859531702842
1981-09-11,12.3,11.260821917808219,-0.3016148078647238,1.3407928900565058
1981-09-12,10.1,11.262739726027398,-2.1914778215633537,1.0287380955359553
1981-09-13,11.5,11.27890410958904,-2.525054686099122,2.746150576510081
1981-09-14,7.3,11.302465753424656,-3.32462850649486,-0.677837246929796
1981-09-15,10.9,11.331232876712328,-3.246637638914951,2.8154047622026237
1981-09-16,14.1,11.335342465753424,-2.6468811701173873,5.411538704363963
1981-09-17,10.7,11.343561643835617,-1.0025584912741605,0.35899684743854277
1981-09-18,16.9,11.324109589041097,-1.63427843039136,7.210168841350262
1981-09-19,10.5,11.316712328767123,-1.667124701319822,0.8504123725526993
1981-09-20,6.5,11.342465753424658,-1.5025584912741603,-3.339907262150498
1981-09-21,11.0,11.377260273972603,-2.7487076541356514,2.371447380163049
1981-09-22,6.3,11.395890410958904,-3.7498339859469145,-1.3460564250119895
1981-09-23,10.5,11.395342465753423,-1.9723301807718767,1.076987715018454
1981-09-24,7.2,11.405205479452054,-1.484993803298513,-2.72021167615354
1981-09-25,7.6,11.414520547945205,-1.8528781259773566,-1.961642421967849
1981-09-26,10.7,11.431506849315067,-1.854674168595317,1.1231673192802494
1981-09-27,7.8,11.427123287671233,-0.8222540772711162,-2.8048692104001165
1981-09-28,9.6,11.423013698630136,-0.9570790392193659,-0.8659346594107705
1981-09-29,11.4,11.422465753424657,-1.8569877150184526,1.8345219615937962
1981-09-30,12.4,11.407123287671233,-2.433273864181314,3.4261505765100813
1981-10-01,8.9,11.38986301369863,-2.4540348991889243,-0.035828114509705244
1981-10-02,13.2,11.377534246575342,0.15814166093284146,1.6643240924918157
1981-10-03,8.6,11.362191780821917,0.05881137173953823,-2.821003152561455
1981-10-04,6.2,11.346027397260274,-1.9626802568753776,-3.183347140384896
1981-10-05,11.4,11.319726027397259,-1.6271855841204312,1.7074595567231727
1981-10-06,13.2,11.307123287671233,-1.3814017180625926,3.274278430391359
1981-10-07,14.3,11.313698630136985,-0.6271247013198218,3.613426071182838
1981-10-08,7.3,11.30821917808219,-1.8166528596151037,-2.1915663184670864
1981-10-09,12.9,11.292328767123287,-1.0721779737703547,2.6798492066470683
1981-10-10,7.8,11.29780821917808,-1.4728476845770517,-2.0249605346010284
1981-10-11,6.2,11.314246575342464,-2.530686345155438,-2.5835602301870257
1981-10-12,5.6,11.316712328767123,-0.9316604699651795,-4.7850518588019435
1981-10-13,10.0,11.316986301369862,0.1668174600195992,-1.4838037613894617
1981-10-14,13.3,11.325479452054793,-0.42310643647963964,2.3976269844248472
1981-10-15,8.3,11.342465753424657,-1.1135478367840532,-1.9289179166406027
1981-10-16,10.2,11.348219178082191,-1.5922388565709638,0.444019678488772
1981-10-17,8.6,11.339726027397258,-0.791477821563354,-1.9482482058339048
1981-10-18,7.3,11.331232876712328,-2.201675690665332,-1.829557186046996
1981-10-19,10.4,11.313698630136985,-0.17908817163945664,-0.7346104584975278
1981-10-20,11.2,11.30821917808219,-1.0576574258251492,0.9494382477429584
1981-10-21,13.2,11.304931506849314,-1.2584184608327595,3.1534869539834443
1981-10-22,11.4,11.302465753424658,-1.4929085673776612,1.590442813953004
1981-10-23,9.1,11.311232876712328,-0.7276726465253018,-1.4835602301870265
1981-10-24,6.6,11.324931506849314,-0.5842023268905985,-4.140729179958716
1981-10-25,8.4,11.335890410958903,-0.6849024790975999,-2.250987931861303
1981-10-26,9.7,11.334520547945205,-0.6087380955359566,-1.0257824524092491
1981-10-27,13.2,11.326301369863014,0.25677179791914284,1.6169268322178425
1981-10-28,12.5,11.324657534246576,0.18943542044577893,0.9859070453076451
1981-10-29,11.0,11.324931506849314,-1.799605675444632,1.474674168595318
1981-10-30,11.0,11.334246575342465,0.22215992577302343,-0.556406501115489
1981-10-31,11.7,11.331232876712328,-0.8230455536790303,1.191812676966702
1981-11-01,9.2,11.315890410958904,0.7887961510393862,-2.9046865619982905
1981-11-02,11.5,11.31013698630137,0.2668783428202081,-0.07701532912157755
1981-11-03,13.6,11.324383561643835,1.465264948604074,0.8103514897520909
1981-11-04,13.7,11.32931506849315,0.9533623610850483,1.4173225704218009
1981-11-05,10.4,11.322465753424657,0.4642299409937238,-1.3866956944183806
1981-11-06,11.5,11.317260273972602,1.7407900627593258,-1.5580503367319278
1981-11-07,7.6,11.311780821917807,1.6288265924396905,-5.340607414357498
1981-11-08,9.6,11.297534246575342,0.8410640353620649,-2.538598281937407
1981-11-09,14.2,11.296164383561642,1.5642603823940284,1.3395752340443288
1981-11-10,15.7,11.292328767123287,2.6430122849815474,1.7646589478951649
1981-11-11,10.5,11.292876712328766,-0.5023758428723339,-0.2905008694564324
1981-11-12,10.5,11.30904109589041,0.11823298513375394,-0.9272740810241648
1981-11-13,9.7,11.315890410958904,0.0942756030941807,-1.7101660140530852
1981-11-14,9.5,11.302739726027395,1.9379285711307097,-3.740668297158105
1981-11-15,11.3,11.284657534246573,2.7826774295781993,-2.767334963824772
1981-11-16,8.9,11.275890410958903,-0.9838979128875542,-1.3919924980713483
1981-11-17,9.4,11.295890410958902,-0.15147782156335338,-1.7444125893955487
1981-11-18,11.9,11.32876712328767,1.2009727111611512,-0.6297398344488216
1981-11-19,11.7,11.343835616438355,1.3321751464731757,-0.9760107629115313
1981-11-20,13.4,11.35753424657534,2.10812644023269,-0.06566068680803028
1981-11-21,12.6,11.359178082191779,1.6293440962448655,-0.3885221784366446
1981-11-22,10.1,11.355616438356163,0.19716753612310003,-1.4527839744792637
1981-11-23,15.8,11.347671232876712,0.6992984341444086,3.7530303329788803
1981-11-24,13.6,11.344383561643834,1.9564065011154894,0.299209937240676
1981-11-25,11.9,11.343013698630134,2.90164242196785,-2.3446561205979837
1981-11-26,9.9,11.34821917808219,1.6906835178582602,-3.138902695940449
1981-11-27,12.6,11.355890410958903,3.490835724859782,-2.2467261358186854
1981-11-28,17.8,11.35890410958904,2.1362542941139675,4.304841596296992
1981-11-29,15.0,11.35808219178082,1.826878342820208,1.8150394653989719
1981-11-30,13.6,11.342191780821917,2.629404979045475,-0.3715967598673924
1981-12-01,13.4,11.329863013698628,1.564412589395551,0.5057243969058218
1981-12-02,10.5,11.325479452054793,1.0424338983757633,-1.8679133504305565
1981-12-03,14.2,11.307123287671232,1.9535754508871797,0.9393012614415881
1981-12-04,11.5,11.283287671232875,2.465599804007422,-2.248887475240297
1981-12-05,13.0,11.267671232876712,2.1758889973103144,-0.44356023018702606
1981-12-06,15.0,11.252602739726026,3.0754628177060535,0.6719344425679208
1981-12-07,14.7,11.252876712328767,2.0508357248597813,1.3962875628114508
1981-12-08,12.6,11.258904109589041,2.349831158649736,-1.0087352682387776
1981-12-09,12.5,11.252602739726028,2.049404979045474,-0.8020077187715016
1981-12-10,13.5,11.234794520547945,2.5396332895477585,-0.2744278100957036
1981-12-11,14.8,11.241643835616438,3.29454957569692,0.26380658868664275
1981-12-12,17.2,11.23945205479452,3.9048692104001157,2.0556787348053644
1981-12-13,9.7,11.230958904109588,2.639176668543191,-4.1701355726527805
1981-12-14,12.1,11.216164383561644,2.3403943245553678,-1.456558708117012
1981-12-15,12.8,11.210958904109589,2.484169058193115,-0.8951279623027029
1981-12-16,11.2,11.215068493150685,2.3843821479952454,-2.3994506411459313
1981-12-17,16.4,11.22958904109589,4.528309088634515,0.6421018702695935
1981-12-18,15.6,11.23972602739726,3.9610031525614566,0.39927082004128245
1981-12-19,13.3,11.241095890410957,1.7600899105523242,0.29881419903671946
1981-12-20,11.0,11.25068493150685,2.9255693626071184,-3.1762542941139684
1981-12-21,11.1,11.255616438356164,2.2133319196847436,-2.3689483580409076
1981-12-22,15.0,11.255068493150684,2.068522178436646,1.6764093284126695
1981-12-23,12.8,11.266301369863013,1.9005465315568895,-0.3668479014199022
1981-12-24,15.0,11.261369863013698,1.9777459227288836,1.7608842142574184
1981-12-25,14.2,11.247945205479452,3.220850945559934,-0.26879615103938637
1981-12-26,14.0,11.230136986301371,2.5539103062905277,0.21595270740810113
1981-12-27,15.5,11.216712328767123,3.2987504889389294,0.9845371822939475
1981-12-28,13.3,11.208767123287672,2.2669392256208165,-0.17570634890848735
1981-12-29,15.6,11.203835616438356,2.8235906715873322,1.5725737119743113
1981-12-30,15.2,11.202465753424658,3.703134050582765,0.2944001959925764
1981-12-31,17.4,11.184657534246575,3.8380198953316236,2.3773225704217995
1982-01-01,17.0,11.161643835616438,5.165980321511228,0.6723758428723343
1982-01-02,15.0,11.15095890410959,3.082373015575155,0.766668080315255
1982-01-03,13.5,11.14109589041096,3.0711705802631313,-0.7122664706740904
1982-01-04,15.2,11.131506849315068,2.415523700506662,1.6529694501782695
1982-01-05,13.0,11.128493150684932,3.1934232438856567,-1.3219163945705885
1982-01-06,12.5,11.131780821917808,3.359267992744105,-1.9910488146619127
1982-01-07,14.1,11.123561643835616,2.649344096244865,0.3270942599195181
1982-01-08,14.8,11.105753424657536,3.205873776610162,0.488372798732303
1982-01-09,16.2,11.100821917808219,3.4375023915264484,1.6616756906653323
1982-01-10,15.8,11.093150684931507,2.858689606138321,1.8481597089301731
1982-01-11,19.1,11.098082191780822,3.757593715727361,4.244324092491818
1982-01-12,22.2,11.102739726027398,4.23558458330727,6.861675690665331
1982-01-13,15.9,11.098904109589041,4.169526744646691,0.631569145764268
1982-01-14,13.0,11.088219178082191,4.269404979045475,-2.357624157127666
1982-01-15,14.1,11.084657534246574,4.690622635057652,-1.6752801693042265
1982-01-16,15.8,11.070684931506849,4.59013557265278,0.13917949584037181
1982-01-17,24.0,11.067671232876712,4.366025983611684,8.566302783511603
1982-01-18,18.0,11.061643835616438,3.0655084798065095,3.872847684577052
1982-01-19,19.7,11.044292237442923,2.9651736244031612,5.690534138153915
1982-01-20,25.2,11.017808219178082,3.600089910552324,10.582101870269593
1982-01-21,20.5,10.995616438356164,3.766969667021122,5.737413894622714
1982-01-22,19.3,10.98082191780822,3.244503913596464,5.074674168595317
1982-01-23,15.8,10.972054794520549,2.911231463063739,1.916713742415713
1982-01-24,17.0,10.973424657534245,3.5332101540835272,2.4933651883822274
1982-01-25,18.4,10.972876712328766,2.821611980567544,4.605511307103688
1982-01-26,13.3,10.961369863013697,3.2433775817852006,-0.9047474447988972
1982-01-27,14.6,10.951780821917808,2.410500869456433,1.2377183086257588
1982-01-28,12.5,10.95068493150685,3.2765587081170118,-1.727243639623861
1982-01-29,17.0,10.956438356164384,4.086513046016555,1.9570485978190613
1982-01-30,17.1,10.967123287671233,4.785082300202248,1.34779441212652
1982-01-31,14.0,10.978082191780821,4.929435420445778,-1.9075176122265995
1982-02-01,14.6,10.97972602739726,4.485812893809554,-0.8655389212068147
1982-02-02,13.3,10.98,3.808704826838473,-1.4887048268384726
1982-02-03,14.8,10.960273972602739,2.397654598527972,1.4420714288692902
1982-02-04,15.1,10.94931506849315,2.7422512499739375,1.4084336815329128
1982-02-05,13.1,10.942739726027396,3.508400412835429,-1.3511401388628252
1982-02-06,13.6,10.935342465753426,3.384930093200725,-0.720272558954151
1982-02-07,19.5,10.927123287671233,5.040181234753236,3.5326954775755315
1982-02-08,22.7,10.924931506849315,4.128857033839994,7.64621145931069
1982-02-09,17.2,10.942191780821918,4.3278220262296445,1.9299861929484363
1982-02-10,13.5,10.961917808219177,3.9045343549967675,-1.366452163215944
1982-02-11,15.4,10.96821917808219,3.881916394570589,0.5498644273472211
1982-02-12,17.0,10.971232876712328,3.7823730155751543,2.2463941077125176
1982-02-13,19.2,10.972602739726028,3.682525222576676,4.544872037697296
1982-02-14,22.8,10.965479452054794,4.3827687537791125,7.4517517941660945
1982-02-15,26.3,10.959726027397261,6.005295390004378,9.33497858259836
1982-02-16,18.2,10.956164383561644,5.561490214966326,1.6823454014720296
1982-02-17,17.0,10.947123287671232,5.339207109943496,0.7136696023852718
1982-02-18,14.8,10.9386301369863,4.139907262150496,-0.27853739913679476
1982-02-19,12.8,10.930136986301369,4.208035116031775,-2.338172102333143
1982-02-20,15.5,10.946027397260274,4.2409118283605425,0.313060774379184
1982-02-21,15.6,10.942465753424656,4.740363883155062,-0.08282963657971898
1982-02-22,13.1,10.945753424657532,3.9829818435812436,-1.828735268238776
1982-02-23,15.2,10.960821917808218,4.3609118283605435,-0.1217337461687622
1982-02-24,14.1,10.97890410958904,3.2158585559100104,-0.09476266549905077
1982-02-25,12.5,10.983013698630135,2.5156759075081836,-0.9986896061383184
1982-02-26,14.6,10.97917808219178,2.937471950126144,0.683349967682076
1982-02-27,10.4,10.983287671232876,3.6144886928963116,-4.197776364129187
1982-02-28,13.9,11.0,3.3385373991367984,-0.438537399136798
1982-03-01,11.9,11.019726027397258,3.871748966868915,-2.9914749942661727
1982-03-02,13.5,11.023561643835615,5.325660686808031,-2.849222330643646
1982-03-03,9.8,11.012602739726027,3.6477002606284277,-4.860303000354454
1982-03-04,14.0,11.011780821917807,4.748430854235733,-1.7602116761535394
1982-03-05,21.5,11.013698630136986,5.271809849669523,5.214491520193491
1982-03-06,19.5,11.001095890410959,4.938506957736495,3.5603971518525466
1982-03-07,16.7,10.99013698630137,6.216254294113967,-0.506391280415337
1982-03-08,19.1,10.992054794520548,4.927334963824774,3.180610241654679
1982-03-09,11.0,10.973150684931507,2.9275784950272095,-2.900729179958717
1982-03-10,9.0,10.96,2.095554141906966,-4.055554141906967
1982-03-11,10.0,10.943835616438356,3.152388236275307,-4.096223852713663
1982-03-12,14.6,10.936164383561643,4.253849423489919,-0.5900138070515624
1982-03-13,12.5,10.925753424657534,3.2782025437334497,-1.703955968390984
1982-03-14,17.2,10.922739726027398,2.911414111465565,3.365846162507036
1982-03-15,19.2,10.901095890410957,2.9326926502783515,5.366211459310691
1982-03-16,22.2,10.89945205479452,3.86441258939555,7.43613535580993
1982-03-17,15.7,10.88794520547945,3.042525222576677,1.7695295719438717
1982-03-18,14.2,10.876986301369861,3.4112923458643483,-0.08827864723421008
1982-03-19,9.8,10.88876712328767,3.000363883155064,-4.089131006442733
1982-03-20,14.0,10.866849315068492,3.8912314630637392,-0.7580807781322316
1982-03-21,17.5,10.853698630136986,4.4933014782844385,2.1529998915785757
1982-03-22,20.7,10.847397260273972,4.493057947082004,5.359544792644023
1982-03-23,15.6,10.828219178082191,4.237319743124621,0.5344610787931874
1982-03-24,13.2,10.825479452054793,4.200942269760846,-1.82642172181564
1982-03-25,14.5,10.813972602739724,3.645660686808032,0.04036671045224338
1982-03-26,16.8,10.817534246575342,2.45689356352036,3.525572189904299
1982-03-27,17.2,10.828219178082193,2.735401934905443,3.6363788870123632
